datapointID,sequence
train_07037,Φ Ω Φ Ξ Ξ ∂ Ω Φ ∂
train_07038,∫ ∇ ∇ ∂ ∂ ∂ ∫ ∫
train_07039,∇ Ξ Φ Ξ Ξ ∇
train_07040,∇ Φ ∇ ∂ Ξ ∇ Φ Ξ Φ ∂
train_07041,Ξ ∫ ∫ Ω ∇ Φ Ω Ω ∇ Φ Ξ
train_07042,∇ Ω ∇ ∇ ∂ Ξ Ω ∫
train_07043,Ξ Φ ∂ ∫ ∫ ∂ ∂ ∫ Φ ∫ ∫ ∫ ∂
train_07044,∇ ∫ Φ Ω ∂ Ξ ∫ Ξ ∇ Φ ∫ Ω Φ
train_07045,Ω ∫ ∇ ∂ ∫ ∫ Ω ∂ Ω Ω Ω ∇ Φ Φ
train_07046,∂ Φ ∇ ∫ Φ Ω ∂
train_07047,∂ ∂ Ξ Ξ ∂
train_07048,∂ Ξ ∇ ∂ ∫ Φ
train_07049,∫ Φ Ξ ∂ Ξ Ξ ∂ Ω Ω
train_07050,Ξ ∫ ∇ Φ ∂ ∂ ∂ Ξ ∂ Ξ Ξ ∇
train_07051,∫ Ξ ∂ ∫ Ξ Ω ∂ ∇ ∫ Ξ ∫ Ξ Φ
train_07052,∂ Ξ ∂ ∫ Ξ Φ ∫ Φ Ξ
train_07053,Φ ∂ ∫ ∂ Φ Φ Ω ∫ Ω ∂ ∂
train_07054,Ω Ξ Ξ Ω Φ Ξ ∇ ∂ ∇ Φ ∫ ∫ Ξ
train_07055,Ω ∇ Ξ ∇ Ξ
train_07056,Φ ∇ Ξ ∇ ∂ Φ Ξ ∫ ∂ ∫
train_07057,∫ ∂ ∫ ∇ ∇ Ξ ∫ Ω Φ ∫ Ω ∇
train_07058,∇ ∇ Φ ∫ Ω ∂ ∂ Ξ Φ ∇
train_07059,Φ ∂ ∂ Ω Φ ∇ ∂
train_07060,Ξ ∂ ∇ ∂ Ω Ω ∇ Ξ ∂
train_07061,Ω ∫ Φ Ξ Φ Ω
train_07062,Ω ∇ Φ ∂ ∂ ∇ ∫ ∫ Ω ∫ Ξ ∫ Φ Ξ
train_07063,∂ Ξ ∫ Ω Ξ Ω Φ Φ Φ Φ Φ
train_07064,∇ ∫ ∂ ∇ ∫ Ξ ∇ Ξ ∇ Φ Ξ
train_07065,∇ Ω Φ ∇ ∂
train_07066,Ω Ξ ∂ Ξ Φ ∫ Φ Ξ
train_07067,Ξ Ω ∇ Φ ∫ Φ ∂ ∇ ∫ Φ ∫
train_07068,Φ Φ ∂ ∇ Ξ Ω ∂ ∫ ∇ ∇ ∫ Ω Ω ∇
train_07069,∂ Φ ∫ Ξ ∂ Ω ∂ Ω ∂ Φ ∫ Φ Ω
train_07070,Ξ ∂ ∂ ∫ Ξ Φ ∇ ∂ ∇ ∇
train_07071,∂ Φ Ω Ξ ∂ Φ ∫ ∂ Ξ ∫
train_07072,Φ Ω ∇ Ξ Ω Ω Ξ ∇ ∂ ∂ ∇ ∂ Ξ Ξ
train_07073,∇ ∇ ∫ Ξ ∫ ∫ Ξ
train_07074,Ξ ∫ Ω ∫ Ω ∂ Ξ ∂ Ξ Ξ Ξ
train_07075,∂ ∇ ∇ ∇ ∇ Ω ∇ ∇
train_07076,∫ ∫ Ω ∫ Φ Ξ ∂ ∂ Ω ∫ ∫
train_07077,∫ ∂ Ξ Φ ∇ Φ ∫
train_07078,Φ Ω ∇ ∇ ∂ Ξ ∫
train_07079,∇ ∫ ∫ Φ Ξ ∇ Ω Ω
train_07080,Ω ∫ Φ ∫ Φ ∇ ∂ Φ ∇ Ω ∫ ∫
train_07081,Ξ Φ ∇ ∂ Ω Ω
train_07082,Ξ ∂ Ξ ∂ Ω ∫
train_07083,∫ Φ Φ ∫ ∫ ∫ Φ ∇ ∇ ∇ Ξ ∫ Ω
train_07084,∫ ∂ Φ ∇ Ω Ξ Ξ Φ ∂ Ω Ξ Ξ Φ
train_07085,∫ Ω Ω ∂ ∫ ∫ ∇ ∂ Φ Φ ∂ Ξ Φ
train_07086,Ω ∇ ∂ Φ Ξ Φ ∇ Ω
train_07087,∇ Φ ∂ Φ Φ ∇ ∂ ∂ ∇ Ω Ω ∂ Φ
train_07088,∫ ∫ ∫ Ω ∇ Φ Ω ∇ Ω ∫ Φ
train_07089,∂ ∂ ∫ ∫ Ξ Ω ∫
train_07090,∫ Φ Ξ Ξ Φ Ξ Ω Ξ Ξ ∂ ∂
train_07091,Φ Φ ∂ ∫ Ω ∫ ∫ ∫ ∇
train_07092,Ξ ∫ Ω Ξ ∂ ∫ ∇ ∇ Ω
train_07093,∇ ∇ ∫ Ω Φ ∫ Φ ∫ Φ ∫ Ω Ξ
train_07094,∂ ∇ Ω Φ Ω Ξ
train_07095,Ξ ∇ ∂ Ω ∇ Φ Φ ∇ ∂ ∫ ∫
train_07096,Ξ ∇ ∫ Ξ ∂ ∇ ∫ Φ ∂ ∫ Φ ∫ ∂
train_07097,∫ Φ Ω ∫ Ξ Φ Φ ∂ ∂ ∂ Φ ∂
train_07098,Φ Φ Ξ ∇ ∇ Ξ Φ
train_07099,Ω ∂ Ξ ∇ Ω ∇ Ω Ξ ∫ Ω ∂
train_07100,Φ Ξ ∇ ∇ ∂
train_07101,∇ Ω Φ Φ Ξ ∇ Φ ∇
train_07102,Ξ Φ Ξ ∇ Ω ∂ ∫ ∂ Ξ ∂ ∫ ∫ ∂
train_07103,Ξ Ω ∇ Φ Φ Ω Φ ∇ ∇ ∫
train_07104,Ξ ∂ ∇ Ω ∇ ∂ ∫ Ω ∂ ∫ Ξ ∇ Φ
train_07105,Φ Φ ∫ Ξ Ω ∂ ∇ Φ ∫ Ξ Ω Φ Ξ
train_07106,∫ Ξ ∇ ∂ ∂
train_07107,Φ Ξ Ω Φ ∇ ∂
train_07108,∇ Φ ∂ Φ Ξ Ω ∇ Ω ∇
train_07109,∫ Ω ∫ ∫ Φ ∫ Ω Φ ∇ ∇
train_07110,∫ Ω Φ ∫ ∇ ∂ Ξ Φ Φ Φ
train_07111,Ω Ω ∇ Ω ∇ Ω ∇ ∫ Ω Ξ ∇ Φ
train_07112,Ξ ∫ Ω ∇ ∫ ∇ ∂ Φ Ω Ξ ∇
train_07113,Φ ∂ Ω Ω ∫ ∂ ∫ Φ ∂ ∫ ∫ Φ
train_07114,∇ ∂ ∫ Ω ∇ Ω Φ Φ Φ Ω ∇
train_07115,∂ Ξ ∂ ∇ ∇ ∂ Ξ Ξ ∂ ∫ ∂ Ω Ξ ∫
train_07116,∫ Φ ∫ ∂ Φ Ξ ∇ ∂
train_07117,∂ ∇ Φ Ω ∇ ∇ ∂ ∫
train_07118,Ξ Ξ Ω Ξ ∫ Ξ Ξ ∇ Φ ∂ ∂ ∫ Ξ Ω
train_07119,∇ ∂ ∫ ∫ ∇ ∇
train_07120,∫ ∂ Φ Ω ∫ ∂ ∇ Ξ
train_07121,Ω ∂ ∇ ∫ ∇ ∂ ∫ Ξ Φ ∂ ∇ Ξ Ω
train_07122,Φ Ξ Ξ ∂ Φ ∂ Ξ Φ ∇ Ω ∇ ∇
train_07123,Φ ∫ ∂ Ω Ξ Ω ∫ ∂ ∫ Φ ∇
train_07124,∇ Ω Φ ∫ Ω Ω Ξ
train_07125,∇ Φ Φ Φ ∫ ∂ ∂ ∇ ∇ Ω ∇ Ξ Ξ
train_07126,Ω ∇ Φ Ω Ω Φ ∫
train_07127,∇ ∫ Ω Φ Φ ∇ Ω Ξ Ω Ω
train_07128,∫ ∇ ∂ Ξ Φ Ω Ω Φ ∫ Φ ∇ Ω Φ ∂
train_07129,Φ ∂ Φ Φ Ξ Ω
train_07130,∂ ∇ ∇ ∂ Φ ∫ ∇ Ξ ∇ ∫ Φ Ω
train_07131,Ω Ω ∂ ∇ ∂ ∇ ∫
train_07132,∫ ∂ ∇ Φ Ω
train_07133,∫ Φ Φ Ξ Ξ ∇ Ω ∇
train_07134,Ω Ξ ∂ Φ Ξ Ξ ∂ ∇ Φ ∇ ∫ ∫ ∂
train_07135,∫ Φ Ω Φ Ω ∇ Φ
train_07136,Ω ∫ Ξ ∫ ∫ Ω ∂ ∂ ∂
train_07137,Φ ∇ ∇ Φ Ω ∫ ∫ ∇ Ξ ∇
train_07138,∂ Ξ Φ ∫ Φ
train_07139,∫ ∫ Ξ ∂ Ω ∫ ∇ ∇ Ω Φ
train_07140,∇ Φ ∂ Ω ∂ ∇ ∫ ∫ ∂ Ω Ω Φ Ω
train_07141,Ξ ∇ ∂ ∂ Φ ∫ ∫ ∫ ∫
train_07142,∂ Ω ∇ ∇ ∂ Ξ Ω Ξ Φ ∇ ∇ Ξ ∂ Ξ
train_07143,Φ ∂ Ω ∫ Ξ Ξ Ξ Φ ∇ Ξ Ξ ∇ ∂ Ω
train_07144,∂ Ξ ∫ ∫ ∂ ∂ ∇ Ω Ξ
train_07145,Ξ ∫ ∂ ∂ Ω Φ Φ ∇ Ω ∇
train_07146,∫ Ω Ξ Ξ ∫ ∂ Φ
train_07147,Ξ ∂ ∇ ∂ ∫ ∇ Ξ ∂
train_07148,∇ ∂ ∇ ∇ ∫ Ξ ∫ Ω ∫ ∇
train_07149,Ξ Ω ∂ Ξ Φ Ξ Φ ∇
train_07150,Φ ∂ Φ Φ Ξ Ω ∂ ∇ ∇ ∇ ∫ Φ ∂ ∂
train_07151,∫ Ξ ∂ ∇ ∇ Φ Φ ∇ Ω ∫ ∇ Φ
train_07152,Ξ ∇ Ω Ω Φ ∇ Ξ Ξ Φ ∇ ∂ ∂
train_07153,Φ Φ Ξ Ξ ∇ ∫ ∫ ∂ ∂ ∫
train_07154,Φ ∂ Φ Ξ ∫ Ξ ∇ Ξ Ξ ∇
train_07155,∫ Ξ Ξ ∇ Ω ∫ Ξ ∇ Ω Ω ∫ ∫
train_07156,∂ Ξ ∇ Ξ ∫
train_07157,Ω Ω Φ Ξ Ξ
train_07158,Ω Ω ∫ Φ ∂ Φ Ξ Ω Φ ∇ ∇
train_07159,∂ Ξ Ω Ξ ∇ ∫ ∇ ∇ Ξ ∫ Φ Φ
train_07160,Ω Ω ∂ Ω Ω Φ Ω ∇ ∇ Φ Φ ∂
train_07161,Ξ Ω Ω Ξ ∫ Ω ∂ Ξ ∂
train_07162,∫ ∫ ∇ Φ Φ Φ ∂ ∂ ∇ ∂ ∂ ∂ ∂ ∫
train_07163,∂ Ξ Φ ∇ Ω Ω Ξ Φ ∇ Ω ∂ Ω ∂
train_07164,Φ ∂ ∇ Ξ ∇ Φ Ω ∇ ∫ Ξ
train_07165,Φ ∂ ∂ Ω ∫ Ω Ω ∫
train_07166,Φ ∇ Ω ∂ ∇ ∫ ∫ Ω ∫ ∂
train_07167,∫ Φ Ω ∂ Φ Ξ ∇ Ξ ∂
train_07168,Ω Ξ ∇ ∇ ∂ ∂ ∇ Ξ ∂ ∂ Ω
train_07169,Ξ Ω ∇ ∂ ∫ Φ ∂ ∂ Φ
train_07170,∇ Ω ∫ Ω Ω ∫ Ω ∫ Ξ ∫ Φ Φ ∂ ∫
train_07171,Ξ ∫ Ξ ∇ Ω
train_07172,Ω ∂ Ξ Ξ Ω Ω Ω ∇ Φ ∂ ∇ ∂
train_07173,∫ ∂ ∫ Φ Φ Ω ∫ Φ Φ ∇ Ω
train_07174,∂ ∇ Ξ Ω Φ Φ Φ Ω
train_07175,∇ Ω ∫ ∇ ∇ Ω Φ ∫ Φ ∫ Ω Ω ∫
train_07176,Φ ∫ ∂ Ω ∂
train_07177,∫ ∇ ∂ Ξ ∇ ∂
train_07178,∇ ∂ Φ Ξ Ξ Ξ
train_07179,Ξ Ξ Ξ ∫ Ω ∇ Ξ ∇ Ξ ∂ ∫ ∇
train_07180,∇ ∇ ∂ Ω ∂ ∇ ∂ Φ Ω Φ ∂ Φ
train_07181,∫ ∇ Φ Ω ∂ ∫ Φ ∫ ∫ ∫
train_07182,Ω Ω ∇ ∫ ∂ ∇ ∫ ∫ Φ ∇
train_07183,Φ ∫ Ω ∇ ∫ Φ Φ Ξ ∫ Φ Ω Ξ
train_07184,Φ ∂ Ω ∂ Ω Ω ∫
train_07185,Ω ∇ Ω Ξ ∫ Ω ∂ Ω Φ Ω Φ Φ Φ Ω
train_07186,∂ Ξ ∇ ∫ Ω Ξ Ξ ∂ Ξ ∂ ∂ ∂
train_07187,∂ ∇ Ω Φ Φ ∇ Ξ Ξ ∇ ∇
train_07188,Ω Ω ∇ ∇ ∫
train_07189,∫ ∫ Ξ ∫ Ω ∂
train_07190,∫ Ξ Ξ Ω ∂ ∂ ∇ ∫ ∇ Ω Ω ∂
train_07191,∫ Ω Φ ∇ Ξ ∂ Φ Ω Ω ∫
train_07192,∇ ∫ ∫ ∂ ∇ Φ ∂ ∂ Φ
train_07193,Φ ∂ Ξ Ω ∂ Ξ ∂ Ξ Ξ Ω ∂ ∂ ∇ Ξ
train_07194,Ω ∫ Ξ ∂ ∂ Ξ ∂ Ξ ∂ Ω Ω
train_07195,Ω Ξ ∫ Ω Ξ ∇ ∂ Ω ∇
train_07196,∫ ∂ ∂ ∇ ∇ Φ ∂ Ω ∂ ∂ Ω ∫ Ω ∂
train_07197,∫ Ω Ξ ∫ Ξ Ξ ∫ Ξ ∇ Ξ Ω ∫
train_07198,∂ Ξ Ξ ∇ ∇ Ξ ∂ ∂
train_07199,∂ ∇ ∇ ∫ Ξ Φ Ξ ∂ ∂
train_07200,∂ ∫ ∇ ∂ Φ Ξ ∫ ∫ ∫ ∫ Ξ ∫ ∇ Ω
train_07201,Ω ∇ ∫ ∇ ∂ ∇ Ω Ξ ∫ ∂ Φ ∂ Ξ
train_07202,∂ Ω ∫ ∫ Φ Ω Ξ ∫ ∂ ∇ ∂
train_07203,Ω Ξ Φ Ξ ∂ ∂ Ξ Ω ∫ ∂ Φ
train_07204,Ξ Ξ Ξ Φ ∫ ∂ Ξ ∂ ∂ ∂ Ω Ξ Φ Ω
train_07205,Ξ Ω Ω Φ Φ ∫ Ξ Ξ Ξ Φ ∇ ∇ ∂ ∇
train_07206,∇ Ξ ∫ Ξ ∂ ∫ Ω ∇ Ω ∇ Φ ∇ Φ Ω
train_07207,Φ Ξ ∫ ∇ ∇ Ξ
train_07208,∫ ∂ Ξ Φ Ω Ξ ∫ ∫ ∂ ∫ Ξ
train_07209,∇ ∂ ∇ ∂ Ξ Ξ
train_07210,Φ ∇ Φ Φ ∂ ∂ ∂ ∇ Φ ∫ ∂ Φ Ω
train_07211,∂ Ξ Φ Ω ∫ Ω ∂ ∇ ∂ Ω ∫ ∇ ∂
train_07212,Ξ ∫ Ξ Ω Φ
train_07213,∂ Φ Ξ ∫ ∇ ∇ ∫ ∫ Ω Φ ∂ Ω
train_07214,∂ Ω Ξ Ω Ξ ∂ ∂ ∇
train_07215,Ω ∫ Ξ ∇ Φ Ξ ∫ ∂ ∫ Ω ∂ Ξ
train_07216,∫ Ω Ξ Φ ∫ ∇ ∫ ∂
train_07217,Ξ Φ Ξ Ξ Ω Φ Φ ∫ Φ ∂ Φ ∫
train_07218,∫ ∇ Ω Ξ ∫ ∂ Ω ∂ Ω
train_07219,Φ Φ ∇ Ξ ∫
train_07220,∇ ∇ Ξ ∇ ∇ ∂ ∇ ∂
train_07221,∫ Ω Ω ∂ ∫ ∇ Φ Ω Ξ Ξ ∇ ∂
train_07222,Ω ∫ ∂ ∇ ∂ ∂ ∂ ∂ Φ
train_07223,∇ Ω ∂ ∇ ∇ ∇ ∇ ∇ Ξ
train_07224,∂ ∂ ∇ ∫ ∫ Ω Ω ∂ ∂ Ω Ω
train_07225,Φ ∫ Φ ∫ Φ ∂ Φ Φ ∫ Φ ∇ ∇
train_07226,∂ ∇ ∫ Φ Φ Φ Ξ Ω ∫ Ω Ω
train_07227,Φ Φ ∇ Ω ∇ ∫ ∂ ∂ ∫ Φ ∫
train_07228,Φ ∫ ∫ Φ ∇ ∂ ∫ Φ ∇
train_07229,Φ Φ ∇ ∇ ∂ Ξ Ξ Ξ ∫ ∫
train_07230,Φ ∇ Φ ∫ ∫
train_07231,Φ ∂ ∇ Φ Ω Ξ ∫ ∇ Ω ∇ Ω Φ
train_07232,∇ ∇ Ω ∇ Φ ∂ Ξ Ξ ∫ Ξ
train_07233,∇ Φ Ξ Ξ Ξ ∂ ∇ Ξ Φ ∂ Ξ Φ
train_07234,∇ Φ ∇ Φ Ω
train_07235,Ω Ω ∂ Φ ∫ Ξ ∂ Ξ ∇ ∂ ∫ Ξ Ω
train_07236,Ξ ∂ Φ Φ Ξ ∇ ∂ ∇
train_07237,Φ ∂ ∂ Ξ Ξ ∂ Ω Ξ ∇
train_07238,Ξ Φ Φ ∫ ∇ Ξ ∇ Φ Ω ∂ Ω ∫
train_07239,∇ Ξ ∂ Ξ Ξ ∇ ∇ ∂ Ω ∇ Ω
train_07240,Ω ∂ Ξ ∫ ∫ ∇ Ω ∫ ∫
train_07241,∂ Φ ∫ ∂ ∂ Φ ∇ ∇ Φ Ω
train_07242,∫ ∫ Ξ Φ ∂ Φ
train_07243,∫ Ξ ∫ Ω ∂ ∇ Ω ∇ Ω Ξ ∫ ∇
train_07244,∂ ∫ ∇ ∂ ∇
train_07245,∂ ∇ Φ ∂ Ξ ∂ ∇ Ξ Ξ ∇ ∂ Ω Ω
train_07246,Φ ∫ ∫ ∂ ∫ Ω ∫ Ξ Φ Ω ∫ Ξ Φ
train_07247,∇ ∫ Ξ ∂ Ω ∫ ∫ Φ ∇ Ξ Ω
train_07248,∫ ∫ ∂ Φ ∇
train_07249,∇ ∇ Ω ∫ Φ Φ ∂ ∇
train_07250,∂ Ω Φ Ξ Ω Ξ Ω ∇ Ω ∂
train_07251,∫ Φ ∫ Ω Ω Ω Ξ Ω ∂ Ξ ∫ Ξ Ω Ξ
train_07252,∇ Ω Φ ∂ Ω
train_07253,Φ Φ ∫ Ω ∫ Ω ∫ ∫ Φ
train_07254,∫ Ω ∫ Ξ Φ ∇ ∇ Ω ∫
train_07255,∫ ∇ Ξ Ω Φ Ω ∂ ∂ Ξ Φ ∂ Φ
train_07256,Ξ Ξ Ξ ∂ ∫ Ω Φ Ξ ∫ ∇ Ξ Ξ ∇ Ω
train_07257,Ξ ∂ ∫ Ξ ∇ ∇ ∇ Ω ∂ Ω Φ ∂ Φ Ω
train_07258,∂ Ξ ∂ ∇ Φ ∫ ∫ Ξ Φ
train_07259,Ξ Ω Ξ Ξ ∇ ∇ Ξ
train_07260,∫ ∂ Ξ Φ Ξ Φ Ω Ω ∫ ∫ Ω ∂ Ω Ξ
train_07261,Ω ∇ ∫ ∂ ∫ ∫ ∫ ∇ Ω
train_07262,Φ Ω Φ Ξ Ξ Ξ Ξ ∫ ∂
train_07263,Ξ Ξ Φ ∫ ∂ ∂
train_07264,Ω Ω ∫ Ω Φ Φ ∇ Ξ
train_07265,∂ ∇ ∂ Ξ Ξ
train_07266,∇ ∂ Ω Ω ∇ ∇ ∇
train_07267,Ξ Ω Ω Φ ∇
train_07268,Ω Φ ∇ ∇ Φ Ω ∇ Ξ ∂ ∫ ∂ ∫ Ξ
train_07269,Ω Φ ∇ ∇ ∂ Φ
train_07270,∫ ∇ Φ Ξ ∂ ∂
train_07271,∇ ∇ Ξ ∂ Ω ∫ Ξ Ξ Ω ∫
train_07272,∂ ∂ ∂ ∫ ∇ Ω ∫ Φ Ξ ∫ ∂
train_07273,Ω ∫ Ξ Ξ Ω ∂ ∂ Ξ
train_07274,Φ ∫ ∂ Φ Φ Ω Ξ ∂ ∫ Ω Ξ ∫
train_07275,Φ ∂ ∂ ∫ Ξ ∫ Ω ∫ Ω
train_07276,∇ Ξ ∫ ∇ Ξ Ω
train_07277,Ξ ∂ ∫ Ξ Φ Φ ∫ Φ ∫ Ω Ξ
train_07278,Ξ Ω ∂ ∫ Ξ Ω Ξ ∇ ∫ Φ Ξ ∂ Φ ∇
train_07279,∂ ∇ Ω Ξ ∂ Φ Φ Ξ Ω Ξ
train_07280,∇ ∂ ∂ Φ ∂ Ξ
train_07281,Ξ ∂ ∫ ∂ Ω ∫ ∂ Φ Ξ ∇ ∇ Ξ ∇ ∇
train_07282,Ξ Ξ ∇ ∂ Φ ∫ Φ ∂ ∂ Φ ∂
train_07283,∇ ∇ ∫ ∇ ∂ Ξ Ω
train_07284,Ω ∂ ∫ Ω ∫ ∂ Ξ Φ Ξ Ω
train_07285,Ω ∇ Ω Ξ Ξ Ω Ξ ∫ Ξ Ξ
train_07286,Ω ∇ ∇ ∂ Φ ∂ ∂
train_07287,∂ ∂ Ξ Ξ Ω Φ
train_07288,Ξ ∂ ∇ ∇ ∫
train_07289,Φ ∫ Ξ ∇ ∂ ∫ Ξ Ω Ξ
train_07290,∫ ∇ Ξ ∂ Φ Φ Ξ Ω ∇ Φ Ω Ξ
train_07291,∇ ∇ Ξ Ω Φ ∫ ∂ Φ ∫ ∂ ∇
train_07292,Φ ∇ Φ Φ Ω Φ Ω Φ Φ ∫ ∇ Ω ∇ Ω
train_07293,∇ Φ Ω ∂ ∇ ∂ ∫ ∇ ∂ Ω Φ ∇
train_07294,∇ ∫ Ω Φ ∂ Ω ∫
train_07295,Ξ Φ ∂ Ξ Ξ ∫
train_07296,∂ Φ ∇ ∫ Ω
train_07297,∇ Ω ∇ ∫ ∫ ∂ Ω Φ ∇
train_07298,∂ Ω ∫ Φ ∫ ∫ Ω ∇ Ξ
train_07299,Ω Φ Ω Ω Ξ Ξ ∫ Φ ∂
train_07300,∫ ∂ ∂ ∂ ∂ ∫ ∇ ∂ ∫ Φ ∫ Ξ ∫
train_07301,∫ ∫ Ξ ∇ ∂ ∂ Φ ∫ ∇ Ω ∫ ∇ ∇
train_07302,∫ Ξ Ω ∫ ∇ Φ Ω Ω
train_07303,∂ Ω ∇ ∇ Ω ∫ ∫ Ω
train_07304,∇ ∇ Φ ∫ ∂ ∇ Ξ
train_07305,Φ ∂ ∂ Ξ Ξ Ξ Ξ Φ ∇ ∫ Φ Φ ∇ Ω
train_07306,Ξ ∂ ∇ ∫ Ω Ξ ∇ Ω
train_07307,Φ ∂ ∂ ∂ ∇ Ω Ω Ξ
train_07308,Ξ ∂ Ξ ∫ ∫ Φ ∇ ∇
train_07309,Φ ∂ ∂ Ξ ∇
train_07310,Ξ ∫ Ξ ∂ ∇ Ξ Ω Ω Ω
train_07311,∂ Φ ∫ ∫ ∫ Ω Φ Ω
train_07312,Φ ∫ Ω ∫ Ξ ∫ Ξ Ξ Ω Ω
train_07313,Φ ∫ ∂ ∫ ∫ ∫ Ω ∇ ∇
train_07314,Φ Ω ∇ Φ ∫ Φ ∫ ∂ ∫ Ω
train_07315,Φ Ω ∇ Ξ ∫ ∂ ∂ Φ Φ Ξ ∂ Ξ Ξ Ω
train_07316,Ξ Ω Ω ∫ ∂ ∫ ∂
train_07317,∇ Ξ Ω ∇ Ω ∫ Ω Φ ∫ ∇ ∂ ∇ ∫ ∇
train_07318,∫ Ω ∇ ∂ Ω ∂ Φ Ω ∂ ∫ Φ ∫ Ω ∫
train_07319,∫ Ξ Ω ∫ Ξ ∂ ∫ ∂ Φ ∂ ∇ ∂ Ω
train_07320,Ω ∂ Φ Φ ∂ Φ
train_07321,∫ Φ Φ Ω ∇
train_07322,Ξ ∂ Φ ∫ ∫ Ω ∂ ∇ ∂ Φ ∫
train_07323,Φ Ω ∇ ∇ ∇ ∫ Ξ ∂ ∂ Ω ∇
train_07324,Ω ∂ ∂ Φ ∫ Ξ
train_07325,Φ Ω Φ ∫ Ξ ∇ Ξ Ξ ∇ ∫ ∇ ∫ Ω
train_07326,Φ Ω ∇ ∫ Ω Ξ Ω ∫ ∂ ∂
train_07327,∫ Φ Φ ∫ Φ Ξ ∂ ∫ Φ Φ Ξ Ξ Φ
train_07328,Ξ ∫ Φ Φ Ω ∂ ∫ ∂ Ξ
train_07329,Φ Ξ Ξ ∇ ∂ Φ Ξ Ξ ∂ ∂ Ω
train_07330,∂ ∫ ∂ ∫ Ω Ω ∫ Φ ∂ ∫ Ξ
train_07331,∫ ∇ ∫ Ξ ∂ Ω ∫ ∇ ∫ Ω ∂ ∂ ∂ ∇
train_07332,∂ ∇ Ω ∫ ∂
train_07333,∂ ∇ Φ ∫ Ω ∫ ∇ Ω
train_07334,Φ Φ ∇ Φ Ξ Ω Ω ∇ ∇ Ω ∇ Ω ∫ Ω
train_07335,∫ Ξ Ω ∫ ∂
train_07336,∂ ∇ ∂ Ξ Ω ∂ ∇ ∂ Ω ∂
train_07337,∂ Ξ Φ ∂ ∇ ∫ ∂ Ω ∫ ∇
train_07338,Ω Φ Ξ ∇ ∫ Φ ∇ Φ Ξ ∫ ∫ ∫ ∫ Φ
train_07339,∂ Φ ∫ ∫ ∂ Φ ∂ Ξ ∇
train_07340,Ξ ∫ Ω Ξ ∂ Φ ∇
train_07341,Ξ Φ Ξ ∂ Ξ
train_07342,∇ ∂ Ω ∂ ∫ ∫ ∂ Ξ Ω Ω ∇ Ω
train_07343,∫ ∂ ∂ ∂ ∂ Φ Ξ ∂ Ω
train_07344,∇ ∇ Ω Ω Φ ∇
train_07345,∫ Ω Ξ ∇ Ω ∫ ∫ ∫ ∂ ∇
train_07346,Ω ∫ Φ Φ ∇ ∂ ∫ ∂ Ξ Ξ Ξ
train_07347,∫ ∇ Ω Φ ∇ Φ Ξ ∫ ∂ Ξ
train_07348,Φ Φ Ω Φ ∇ ∇ Ξ ∇ Ξ ∂
train_07349,Ω ∂ Φ ∫ ∂ Ω ∇ ∇ Φ Ω ∇ Ω
train_07350,∇ Φ Φ ∂ Φ Ω Ξ Ω ∫ ∫
train_07351,∫ ∫ ∂ ∫ ∂ Φ ∇ Φ ∇
train_07352,∂ ∂ ∂ Ξ Φ Ξ ∂ ∇
train_07353,∂ Φ Ξ Ω Φ ∇ ∂ ∫ Φ Ω Φ
train_07354,∫ ∇ Ξ ∇ Φ ∂ Ξ Φ ∂ ∂
train_07355,∇ ∇ Ω ∇ Φ ∇ Φ
train_07356,Φ ∂ ∫ ∇ ∫ Φ Ω ∫
train_07357,Φ Ξ ∂ Φ ∂ ∇ ∫ Φ ∇ Ω
train_07358,∂ Ω Ω Ξ Ξ Φ ∫ ∫ ∂ Φ Ξ Ξ Ω
train_07359,Φ Ω ∫ ∇ Ξ ∇ ∂ ∂ ∂
train_07360,Φ ∂ ∫ ∫ ∂ ∇ Ξ Φ ∂ Ξ
train_07361,∫ Ξ ∇ Ξ Φ ∇ Ω Ω ∇ Ξ Ξ Ξ
train_07362,Ω Ξ ∂ Ξ ∂ Ω Φ Ξ ∇ Φ Ω
train_07363,Ξ Ξ Φ ∂ Φ Ξ ∂
train_07364,∂ ∇ ∇ Ω Φ ∫ ∇ ∇
train_07365,Φ Ξ Φ ∇ Ξ Ξ ∇ ∇ Ξ ∫
train_07366,∇ Φ Ω ∫ ∂ Ω Φ Ω Ξ
train_07367,∂ ∇ ∂ Ω Ω Ω ∇ Ω Ξ Φ ∂ ∂
train_07368,Φ ∂ ∇ ∫ Ω Φ Ξ ∫ Ω ∫
train_07369,∂ ∂ Φ Φ Φ ∫ Ξ Ω ∇ ∫ ∇ ∫ Φ Ω
train_07370,∫ Ω Ξ Φ Φ ∂ ∫ Ω
train_07371,∇ Φ ∂ Ω ∇ Ξ Ξ ∇ ∂ ∇ Ξ ∇ Φ
train_07372,∫ Ξ Ω Ω ∂ Φ Ξ Ω
train_07373,∫ ∫ Ξ Ω ∫ ∫ Ξ ∂
train_07374,∫ Ω ∫ Φ Ω ∫ Φ Ω ∫ ∇ Φ ∫ Ω ∇
train_07375,∫ ∫ Ω Φ Φ Ω Φ ∂ Φ ∫
train_07376,∇ ∫ ∂ ∇ ∂ ∫
train_07377,Ω ∂ Φ Φ Ξ Ξ Ξ Ω Ω ∂
train_07378,∇ ∫ ∇ Φ ∇ Ω Φ
